Deal Announce Date,Previous Year,Acquirer Ticker,Acquirer Name,Acquirer_GHG_Emissions,Carbon_Intensity,Acquirer_Classification,Target Name,Target_Classification,Seller Name,Announced Total Value (mil.),T_minus_10_Date,T_minus_10_Price,T_plus_10_Date,T_plus_10_Price,Market_Cap_AD_mil,ROA_percent,Deal Status
11-01-2016,2015,ED,Consolidated Edison Inc,3195105.85,194.2928,Brown,OCI Solar San Antonio 7 LLC,Green,OCI Holdings Co Ltd,0.19,31-12-2015,45.97,21-01-2016,48.42,16444.8,0.44,Completed
06-01-2016,2015,HON,Honeywell International Inc,3521053.19,67.3153,Brown,UOP Russell LLC,Neutral,,240,24-12-2015,82.38,19-01-2016,76.62,52306.87,1.71,Completed
05-01-2016,2015,MDU,MDU Resources Group Inc,2205069.26,2220.2558,Brown,Thunder Spirit Wind Farm Phase I,Green,ALLETE Inc,200,24-12-2015,4.9,15-01-2016,4.38,993.16,0.78,Completed
31-12-2015,2014,EIX,Edison International,2399998.43,149.7106,Brown,Altenex LLC,Neutral,,,18-12-2015,41.62,11-01-2016,41.63,16030.92,0.48,Completed
23-12-2015,2014,HE,Hawaiian Electric Industries Inc,6072777.48,1647.4491,Brown,Hamakua Energy Partners LP,Neutral,Ares Management Corp,84.5,11-12-2015,21.01,04-01-2016,21.63,3686.17,-0.59,Completed
21-12-2015,2014,HEI,HEICO Corp,55351235.58,39353.8824,Brown,Robertson Fuel Systems LLC,Neutral,American Securities LLC,255,10-12-2015,25.35,31-12-2015,27.46,1406.5,1.84,Completed
17-12-2015,2014,DNOW,DNOW Inc,97738.83,57.5839,Brown,Updike Supply Co,Neutral,,,04-12-2015,18.2,28-12-2015,15.68,1697.33,1.42,Completed
11-12-2015,2014,EQNR,Equinor ASA,16378832.41,739.4737,Brown,Eagle Ford basin,Neutral,Repsol SA,,30-11-2015,9.02,21-12-2015,7.87,22149.31,1.69,Completed
07-12-2015,2014,DVN,Devon Energy Corp,5937485.92,353.9666,Brown,"80 thousand net acres/Anadarko Basin,253 thousand net acres/Powder River Basin",Neutral,"Felix Energy LLC,Unknown Seller",2500,25-11-2015,32.59,17-12-2015,20.71,16774.14,2.1,Completed
17-11-2015,2014,ALE,ALLETE Inc,8840069.8,4235.8191,Brown,A&W Technologies Inc,Neutral,,9,06-11-2015,34.96,27-11-2015,36.04,2086.98,0.75,Completed
16-11-2015,2014,SUN,Sunoco LP,14686.53,7.3982,Green,"Sunoco LLC,Legacy Sunoco retail business/",Neutral,ETP Legacy LP,2397.5,05-11-2015,14.73,27-11-2015,15.74,1985.16,0.72,Completed
16-11-2015,2014,D,Dominion Energy Inc,31810838.45,809.5517,Brown,80 MW Solar Facility,Green,Iberdrola SA,,05-11-2015,46.77,27-11-2015,45.28,39294.39,-0.07,Completed
12-11-2015,2014,GTE,Gran Tierra Energy Inc,144948.13,168.9884,Brown,Petroamerica Oil Corp,Brown,,85.77,30-10-2015,24,23-11-2015,22.9,857.74,-2.07,Completed
11-11-2015,2014,TRMB,Trimble Inc,37684.01,6.8262,Green,Telog Instruments Inc,Neutral,,,30-10-2015,22.75,23-11-2015,22.58,5520.49,0.41,Completed
26-10-2015,2014,DUK,Duke Energy Corp,126000000.5,3340.6474,Brown,Piedmont Natural Gas Co Inc,Brown,,6536.09,15-10-2015,49.4,05-11-2015,48.04,37717.24,0.65,Completed
22-10-2015,2014,DUK,Duke Energy Corp,126000000.5,3215.5834,Brown,Phoenix Energy Technologies Inc,Neutral,"Bluff Point Associates Corp,Five Peaks Capital Management",,09-10-2015,48.58,02-11-2015,48.53,39184.18,0.65,Completed
12-10-2015,2014,USDP,USD Partners LP,1208.19,9.3318,Brown,Casper Crude to Rail LLC,Neutral,"Stonepeak Partners LP,Cogent Energy Solutions LLC,Granite Peak Industries Cos",225,01-10-2015,3.62,22-10-2015,3.82,129.47,-2.68,Completed
08-10-2015,2014,TRP,TC Energy Corp,12600000.69,558.7422,Brown,Ravenswood/Ironwood/Ocean State Power and Kibby Wind,Green,Talen Energy Corp,657,25-09-2015,20.17,19-10-2015,20.97,22550.65,0.84,Completed
05-10-2015,2014,SU,Suncor Energy Inc,9526346.24,405.2209,Brown,Canadian Oil Sands Ltd,Brown,,4809.92,24-09-2015,18.59,15-10-2015,20.55,23509.02,0.91,Completed
05-10-2015,2014,XIFR,XPLR Infrastructure LP,1882.15,1.3869,Green,Jericho Wind Energy Center/ON,Green,NextEra Energy Resources LLC,504,24-09-2015,13.93,15-10-2015,15.13,1357.08,-0.56,Completed
01-10-2015,2014,SUN,Sunoco LP,14686.53,7.7472,Green,Hawaii assets of MFM Inc,Neutral,MFM Inc,,18-09-2015,14.41,12-10-2015,14.62,1895.73,0.72,Completed
30-09-2015,2014,BLK,BlackRock Inc,6093.51,0.1669,Green,Longhorn Wind Project LLC,Green,Electricite de France SA,,18-09-2015,244.24,12-10-2015,249.61,36519.16,1.2,Completed
18-09-2015,2014,NEE,NextEra Energy Inc,47752192.17,1214.6822,Brown,Wind Development Assets,Green,Hale Community Energy LLC,,04-09-2015,18.59,28-09-2015,19.16,39312.5,0.63,Completed
17-09-2015,2014,ED,Consolidated Edison Inc,3155617.47,199.3387,Brown,350 MW AC Panoche Valley Solar Farm,Green,CalCEF Clean Energy Fund,,04-09-2015,43.08,28-09-2015,46.59,15830.43,0.44,Completed
01-09-2015,2014,DUK,Duke Energy Corp,126000000.5,3495.4627,Brown,211-MW Mesquite Creek wind farm,Green,,,21-08-2015,51.57,11-09-2015,45.95,36046.73,0.65,Completed
25-08-2015,2014,PEG,Public Service Enterprise Group Inc,15460148.51,1085.0377,Brown,Columbia Solar Project,Green,Hanergy Thin Film Power Group Ltd,,14-08-2015,30.74,04-09-2015,27.76,14248.49,0.52,Completed
18-08-2015,2014,SUN,Sunoco LP,14686.53,6.596,Green,Motor fuel distribution business,Neutral,Alta East Inc,57,07-08-2015,14.37,28-08-2015,15.83,2226.58,0.72,Completed
17-08-2015,2014,ACN,Accenture PLC,49665.42,0.8956,Green,Schlumberger Business Consulting unit,Neutral,Schlumberger NV,,06-08-2015,88.34,27-08-2015,82.02,55456.19,3.81,Completed
04-08-2015,2014,DNOW,DNOW Inc,97738.83,55.6434,Brown,Challenger Industries Inc/ND,Neutral,,,24-07-2015,18.39,14-08-2015,17.19,1756.52,1.42,Completed
03-08-2015,2014,NEE,NextEra Energy Inc,47752192.17,1105.6425,Brown,NET Midstream LLC,Neutral,,1588,23-07-2015,19.9,13-08-2015,21.23,43189.54,0.63,Completed
28-07-2015,2014,DUK,Duke Energy Corp,126000000.5,3337.0138,Brown,20MW Seville I & 30MW Seville II Projects,Neutral,Kruger Inc,,17-07-2015,48.92,07-08-2015,49.97,37758.31,0.65,Completed
15-07-2015,2014,SUN,Sunoco LP,14686.53,6.7127,Green,Susser Holdings Corp,Neutral,ETP Legacy LP,1940,02-07-2015,17.79,27-07-2015,15.38,2187.86,0.72,Completed
15-07-2015,2014,KMI,Kinder Morgan Inc,2751693.02,54.5484,Brown,Elba Liquefaction Co LLC,Neutral,Shell PLC,200,02-07-2015,22.97,27-07-2015,21.28,50444.98,0.93,Completed
13-07-2015,2014,BKH,Black Hills Corp,3567900.98,1530.6573,Brown,Black Hills Gas Holdings LLC,Brown,"General Electric Capital Corp,Alinda Capital Partners LLC (Fund: Alinda Infrastructure Fund I LP)",,02-07-2015,32.06,23-07-2015,28.7,2330.96,0.98,Completed
09-07-2015,2014,DUK,Duke Energy Corp,126000000.5,3294.6646,Brown,Sumitomo Corp and Duke Energy Mesquite Creek Wind Farm,Green,Sumitomo Corp,,26-06-2015,47.21,20-07-2015,48.72,38243.65,0.65,Completed
08-07-2015,2014,SU,Suncor Energy Inc,9526346.24,399.7314,Brown,Poplar Creek cogeneration facilities,Neutral,TransAlta Corp,,26-06-2015,19.9,20-07-2015,18.57,23831.87,0.91,Completed
02-07-2015,2014,VRN,Veren Inc,2025040.88,215.3699,Brown,Coral Hill Energy Ltd,Neutral,,205.94,19-06-2015,16.32,13-07-2015,13.5,9402.62,1.25,Completed
30-06-2015,2014,DNOW,DNOW Inc,97738.83,46.4487,Brown,Odessa Pumps & Equipment Inc,Neutral,,,19-06-2015,21.73,10-07-2015,19.74,2104.23,1.42,Completed
30-06-2015,2014,PEG,Public Service Enterprise Group Inc,15460148.51,1101.8879,Brown,755 MW Keys Energy Center,Neutral,Ares Management Corp,,19-06-2015,29.37,10-07-2015,29.56,14030.6,0.52,Completed
29-06-2015,2014,BLDP,Ballard Power Systems Inc,2369.34,3.6977,Green,Ballard Unmanned Systems Inc,Neutral,,,18-06-2015,2.33,09-07-2015,1.42,640.76,-24.69,Completed
18-06-2015,2014,AWK,American Water Works Co Inc,66422.08,8.1442,Green,Keystone Clearwater Solutions LLC,Neutral,Rex Energy Corp,130,05-06-2015,42.12,29-06-2015,40.58,8155.79,0.73,Completed
17-06-2015,2014,DUK,Duke Energy Corp,126000000.5,3339.2955,Brown,Stellar Energy GP Inc,Neutral,Soligent Holdings Inc,,05-06-2015,48.44,29-06-2015,47.11,37732.51,0.65,Completed
16-06-2015,2014,EXC,Exelon Corp,16786459.26,973.7773,Brown,Demand Response Assets,Neutral,Demand Response Partners Inc,,05-06-2015,16.86,26-06-2015,16.2,17238.5,0.6,Completed
08-06-2015,2014,DUK,Duke Energy Corp,126000000.5,3368.3337,Brown,Osprey Energy Center,Neutral,Calpine Corp,,28-05-2015,50.5,18-06-2015,49.57,37407.22,0.65,Completed
04-06-2015,2014,CVE,Cenovus Energy Inc,5560377.82,223.4309,Brown,North American Terminal Operations/CA,Neutral,Chemtrade Electrochem Inc,60.12,22-05-2015,14.63,15-06-2015,13.81,24886.34,0.26,Completed
01-06-2015,2014,EPD,Enterprise Products Partners LP,498.14,0.0142,Green,EFS Midstream LLC,Neutral,"Reliance Industries Ltd,Pioneer Natural Resources Co",2150,21-05-2015,16.99,11-06-2015,15.79,35081.43,1.89,Completed
26-05-2015,2014,VRN,Veren Inc,2025040.88,185.8842,Brown,Legacy Oil + Gas Inc,Brown,,1180.72,15-05-2015,18.1,05-06-2015,16.42,10894.1,1.25,Completed
12-05-2015,2014,ED,Consolidated Edison Inc,3155617.47,214.6814,Brown,6 Shovel-ready solar photovoltaic projects,Green,"SolarReserve LLC,GCL Solar Energy Inc",,01-05-2015,42.76,22-05-2015,42.86,14699.07,0.44,Completed
06-05-2015,2014,ALE,ALLETE Inc,8840069.8,4533.4156,Brown,Armenia Mountain Wind LLC,Green,AES Corp/The,108,24-04-2015,35.24,18-05-2015,33.62,1949.98,0.75,Completed
05-05-2015,2014,DUK,Duke Energy Corp,126000000.5,3234.1676,Brown,Sabal Trail Natural Gas Pipeline,Brown,,,24-04-2015,52.25,15-05-2015,50.64,38959.02,0.65,Completed
28-04-2015,2014,XIFR,XPLR Infrastructure LP,1882.15,0.7822,Green,"Baldwin Wind LLC,Ashtabula Wind III LLC,FPL Energy Stateline II Inc,Mammoth Plains Wind Project LLC",Green,NextEra Energy Inc,,17-04-2015,24.98,08-05-2015,26.3,2406.28,-0.56,Completed
24-04-2015,2014,SRE,Sempra,6739321.79,255.9784,Brown,Black Oak Getty Wind Power Project,Green,Geronimo Energy LLC,,13-04-2015,39.83,04-05-2015,39.79,26327.7,0.7,Completed
16-04-2015,2014,ALE,ALLETE Inc,8840069.8,4345.4667,Brown,Chanarambie & Viking Wind Farm,Green,Electricite de France SA,47.5,02-04-2015,35.8,27-04-2015,34.98,2034.32,0.75,Completed
15-04-2015,2014,D,Dominion Energy Inc,31810838.45,788.5836,Brown,20-megawatt Solar Facility,Green,Coronal Energy,,02-04-2015,46.79,27-04-2015,47.44,40339.21,-0.07,Completed
14-04-2015,2014,SUN,Sunoco LP,14686.53,5.5825,Green,7 Pico Convenience Stores,Neutral,,,02-04-2015,19.97,24-04-2015,20.18,2630.83,0.72,Completed
19-02-2015,2014,BLK,BlackRock Inc,6093.51,0.134,Green,Hereford project,Neutral,,,06-02-2015,281.2,02-03-2015,292.05,45485.53,1.2,Completed
09-02-2015,2014,DUK,Duke Energy Corp,126000000.5,3010.3556,Brown,REC Solar Commercial Corp,Green,,,29-01-2015,58.25,19-02-2015,52.1,41855.52,0.65,Completed
02-02-2015,2014,OII,Oceaneering International Inc,60442.93,11.8982,Brown,C&C Technologies Inc,Neutral,,230,22-01-2015,49.61,12-02-2015,46.27,5079.99,2.4,Completed
27-01-2015,2014,ALE,ALLETE Inc,8840069.8,3806.847,Brown,Kurita America Inc,Neutral,Excellere Partners,168,16-01-2015,38.9,06-02-2015,37.5,2322.15,0.75,Completed
21-01-2015,2014,KMI,Kinder Morgan Inc,2751693.02,49.8876,Brown,Hiland Partners Holdings LLC,Neutral,,3000,09-01-2015,24.71,02-02-2015,24.87,55157.89,0.93,Completed
20-01-2015,2014,EXC,Exelon Corp,16786459.26,905.0978,Brown,7 CNG natural gas fuel stations,Brown,Brigadoon Fuel Inc,,09-01-2015,18.07,30-01-2015,17.85,18546.57,0.6,Completed
02-01-2015,2014,OIS,Oil States International Inc,28623.29,9.5283,Brown,Montgomery Machine Co Inc,Neutral,,,22-12-2014,48.7,12-01-2015,42.96,3004.04,1.51,Completed
29-12-2014,2013,TRP,TC Energy Corp,12195692.04,400.5673,Brown,Ontario Solar Facility,Green,Canadian Solar Inc,,18-12-2014,27.82,08-01-2015,27.67,30446.05,0.84,Completed
22-12-2014,2013,PEG,Public Service Enterprise Group Inc,14955609.4,1017.5054,Brown,12.9 megawatt solar energy facility,Green,juwi AG,,11-12-2014,29.21,02-01-2015,29.45,14698.31,0.52,Completed
19-12-2014,2013,RSG,Republic Services Inc,7968115.77,768.3377,Brown,Trevita LLC,Neutral,Tervita Corp/Old,417.25,08-12-2014,32.45,29-12-2014,33.73,10370.59,1.58,Completed
19-12-2014,2013,DUK,Duke Energy Corp,126791343.1,3023.7789,Brown,Halifax Solar Project/North Carolina,Green,"ET Solar Group Corp,Geenex LLC",,08-12-2014,53.21,29-12-2014,56.6,41931.42,0.65,Completed
18-12-2014,2013,ALE,ALLETE Inc,8798028.24,4110.2678,Brown,Storm Lake 1/Iowa,Neutral,NRG Energy Inc,,05-12-2014,35.37,29-12-2014,39.27,2140.5,0.75,Completed
16-12-2014,2013,D,Dominion Energy Inc,35070830.36,884.7686,Brown,Dominion Energy Carolina Gas Transmission LLC,Brown,SCANA Corp,492.9,05-12-2014,46.75,26-12-2014,51.37,39638.42,-0.07,Completed
09-12-2014,2013,ETR,Entergy Corp,34214241.06,3744.2045,Brown,Union Power Station/El Dorado,Neutral,Entegra Power Group LLC,948,28-11-2014,23.92,19-12-2014,25.38,9137.92,0.44,Completed
28-11-2014,2013,ENB,Enbridge Inc,2705757.3,45.5872,Brown,Portfolio of two wind farms/US,Green,E.ON SE,300,17-11-2014,26.74,08-12-2014,29.02,59353.45,0.27,Completed
21-11-2014,2013,PWR,Quanta Services Inc,164385.81,33.9304,Brown,Banister Pipelines Constructors Corp,Neutral,,,10-11-2014,33.19,01-12-2014,27.99,4844.79,1.63,Completed
12-11-2014,2013,JLL,Jones Lang LaSalle Inc,12995.13,1.9933,Green,Cresa Portland LLC,Neutral,,,31-10-2014,131.46,24-11-2014,140.25,6519.3,1.44,Completed
11-11-2014,2013,DTE,DTE Energy Co,18428131.71,1777.6859,Brown,Renaissance power plant,Neutral,LS Power Development LLC,240,31-10-2014,49.64,21-11-2014,48.73,10366.36,0.6,Completed
03-11-2014,2013,FCN,FTI Consulting Inc,13108.73,8.9026,Green,Platt Sparks & Associates Consulting Petroleum Engineers Inc,Brown,,,23-10-2014,37.06,13-11-2014,41.09,1472.46,1.38,Completed
30-10-2014,2013,SM,SM Energy Co,325150.71,56.7048,Brown,Oil and gas properties in Rocky Mountain,Brown,,134.1,17-10-2014,54.38,10-11-2014,48.56,5734.1,2.2,Completed
20-10-2014,2013,WOR,Worthington Enterprises Inc,39475.03,45.58,Brown,dHybrid Systems LLC,Neutral,,12,09-10-2014,17.23,30-10-2014,18.62,866.06,1.71,Completed
14-10-2014,2013,BKH,Black Hills Corp,3811578.54,1558.0739,Brown,Energy West Wyoming Inc,Neutral,Gas Natural Inc,17,03-10-2014,33.56,24-10-2014,35.97,2446.34,0.98,Completed
06-10-2014,2013,NRP,Natural Resource Partners LP,991.7,1.4552,Green,Non operated working interests in Williston Basin,Neutral,GBK Corp,339,25-09-2014,57.09,16-10-2014,51.75,681.49,4.89,Completed
06-10-2014,2013,SPB,Spectrum Brands Holdings Inc,125123.45,69.5072,Brown,Compass Production Partners LP,Neutral,EXCO Resources Inc,118.75,25-09-2014,68.36,16-10-2014,65.12,1800.15,0.65,Completed
03-10-2014,2013,TRP,TC Energy Corp,12195692.04,393.1615,Brown,Solar power facilities/CA,Green,Canadian Solar Inc,,22-09-2014,32.3,13-10-2014,27.27,31019.55,0.84,Completed
02-10-2014,2013,DOV,Dover Corp,123446.94,16.948,Brown,Accelerated Cos LLC,Neutral,"Private Investor,White Deer Management LLC (Fund: White Deer Energy LP)",430,19-09-2014,56.89,13-10-2014,48.29,7283.85,11.48,Completed
02-10-2014,2013,DD,DuPont de Nemours Inc,20611252.8,878.7476,Brown,Univation Technologies LLC,Neutral,Exxon Mobil Corp,,19-09-2014,59.11,13-10-2014,49.95,23455.26,-0.32,Completed
02-10-2014,2013,NRG,NRG Energy Inc,76720999.06,15616.9339,Brown,Pure Energies Group Inc,Neutral,"NGEN Partners LLC (Fund: NGEN III LP),New Enterprise Associates LLC",,19-09-2014,24.55,13-10-2014,22.88,4912.68,2.68,Completed
30-09-2014,2013,FCX,Freeport-McMoRan Inc,5859809.54,141.694,Brown,Blocks 940 941 984 & 985,Neutral,Anadarko Petroleum Corp,500,19-09-2014,30.02,10-10-2014,27.3,41355.37,0.5,Completed
30-09-2014,2013,CTRA,Coterra Energy Inc,479063.06,25.577,Brown,Constitution Pipeline Co LLC,Neutral,,26.6,19-09-2014,24.72,10-10-2014,22,18730.23,1.37,Completed
29-09-2014,2013,OVV,Ovintiv Inc,4788382.21,212.9767,Brown,Athlon Energy Inc,Neutral,,6843.19,18-09-2014,89.17,09-10-2014,80.81,22483.13,-0.31,Completed
25-09-2014,2013,SUN,Sunoco LP,16523.58,6.0187,Green,Mid-Atlantic Convenience Stores LLC,Neutral,ETP Legacy LP,770.77,12-09-2014,20.29,06-10-2014,21.2,2745.39,0.72,Completed
25-09-2014,2013,SUN,Sunoco LP,16523.58,6.0187,Green,Aloha Petroleum Ltd,Brown,,240,12-09-2014,20.29,06-10-2014,21.2,2745.39,0.72,Completed
24-09-2014,2013,ENB,Enbridge Inc,2705757.3,42.9612,Brown,Lac Alfred Wind Project,Green,Electricite de France SA,297.92,12-09-2014,29.25,06-10-2014,27.63,62981.46,0.27,Completed
24-09-2014,2013,CTRA,Coterra Energy Inc,479063.06,26.0471,Brown,Eagle Ford Shale asset,Neutral,,210,12-09-2014,24.75,06-10-2014,23.42,18392.19,1.37,Completed
19-09-2014,2013,PTEN,Patterson-UTI Energy Inc,287864.75,26.6837,Brown,Texas based pressure pumping assets,Neutral,,,08-09-2014,27.47,29-09-2014,27.95,10788.05,-0.88,Completed
18-09-2014,2013,JEF,Jefferies Financial Group Inc,309377.85,83.4848,Brown,Eagle Ford Shale oil & gas leases,Brown,,,05-09-2014,18.36,29-09-2014,16.85,3705.8,0.36,Completed
15-09-2014,2013,D,Dominion Energy Inc,35070830.36,932.7639,Brown,Cottonwood & Catalina solar projects,Green,Electricite de France SA,,04-09-2014,45.16,25-09-2014,43.47,37598.83,-0.07,Completed
03-09-2014,2013,ECL,Ecolab Inc,4549886.94,157.2394,Brown,Chemical service business/AKJ,Neutral,AKJ Industries Inc,,22-08-2014,101.2,15-09-2014,102.72,28936.05,2.11,Completed
02-09-2014,2013,VRN,Veren Inc,1402277.44,80.0605,Brown,Certain oil & gas assets in southeast Saskatchewan,Brown,Lightstream Resources Ltd,300.32,22-08-2014,28.64,12-09-2014,26.58,17515.23,1.25,Completed
25-08-2014,2013,LMT,Lockheed Martin Corp,241147.17,7.7055,Green,Sun Catalytix Corp,Neutral,"Tata Group,Polaris Venture Partners LP (Fund: Polaris Venture Partners V LP)",,14-08-2014,127.66,04-09-2014,131.31,31295.52,0.95,Completed
18-08-2014,2013,TT,Trane Technologies PLC,575832.17,63.6766,Brown,Centrifugal Compression business,Neutral,Cameron International Corp,850,07-08-2014,38.19,28-08-2014,39.25,9043.07,3,Completed
14-08-2014,2013,NRG,NRG Energy Inc,76720999.06,16715.7251,Brown,Goal Zero LLC,Neutral,Mercato Partners LLC,,01-08-2014,24.14,25-08-2014,23.35,4589.75,2.68,Completed
31-07-2014,2013,PEG,Enterprise Group Inc,14955609.4,1236.9484,Brown,Westar Oilfield Rentals Inc,Brown,,12.39,18-07-2014,25.64,11-08-2014,24.5,12090.73,0.52,Completed
30-07-2014,2013,VRN,Veren Inc,1402277.44,79.8462,Brown,Certain Assets,Neutral,,90.83,18-07-2014,28.54,11-08-2014,28.5,17562.23,1.25,Completed
30-07-2014,2013,EXC,Exelon Corp,18696674.91,1233.0215,Brown,Constellation Energy Services Inc,Neutral,Integrys Energy Group Inc,60,18-07-2014,15.61,11-08-2014,15.62,15163.3,0.6,Completed
29-07-2014,2013,SM,SM Energy Co,325150.71,39.9947,Brown,North Dakota acreage/Baytex,Neutral,Baytex Energy Corp,328.9,18-07-2014,71.4,08-08-2014,74.91,8129.84,2.2,Completed
28-07-2014,2013,DUK,Duke Energy Corp,126791343.1,3438.6583,Brown,Generating assets,Neutral,North Carolina Eastern Municipal Power Agency,1250,17-07-2014,46.19,07-08-2014,45.07,36872.33,0.65,Completed
23-07-2014,2013,PEG,Public Service Enterprise Group Inc,14955609.4,1175.1346,Brown,ERWR Whitcomb Farm project,Neutral,juwi AG,,11-07-2014,26.54,04-08-2014,24.34,12726.72,0.52,Completed
21-07-2014,2013,FANG,Diamondback Energy Inc,57061.98,2.8174,Green,Interest in the Midland Basin in Texas,Neutral,,538,10-07-2014,68.17,31-07-2014,65.39,20253.15,1.6,Completed
21-07-2014,2013,TXNM,TXNM Energy Inc,6925474.86,3735.786,Brown,Delta Person natural gas-fired peaking facility,Brown,,37.3,10-07-2014,21.37,31-07-2014,18.94,1853.82,1.17,Completed
11-07-2014,2013,EXC,Exelon Corp,18696674.91,1131.9121,Brown,Annova LNG LLC,Neutral,,,30-06-2014,17.75,21-07-2014,15.68,16517.78,0.6,Completed
02-07-2014,2013,PEG,Public Service Enterprise Group Inc,14955609.4,1111.2001,Brown,13-MW direct current,Neutral,juwi AG,22,20-06-2014,27.37,14-07-2014,25.79,13458.97,0.52,Completed
23-06-2014,2013,WEC,WEC Energy Group Inc,10997538.94,1085.9407,Brown,Integrys Energy Group Inc,Neutral,,8928.9,12-06-2014,31.53,03-07-2014,31.62,10127.2,0.96,Completed
23-06-2014,2013,PSX,Phillips 66,21720462.31,909.4845,Brown,Spectrum Corp/The,Neutral,Dominus Capital LP,,12-06-2014,56.18,03-07-2014,55.3,23882.17,0.01,Completed
17-06-2014,2013,OII,Oceaneering International Inc,58631.12,8.4072,Green,Spectrum Sales & Services LLC,Neutral,,,06-06-2014,69.7,27-06-2014,70.86,6973.94,2.4,Completed
12-06-2014,2013,VRN,Veren Inc,1402277.44,79.0447,Brown,Viking oil assets/SK,Brown,Polar Star Canadian Oil & Gas Inc,312.73,30-05-2014,28.23,23-06-2014,30.36,17740.31,1.25,Completed
06-06-2014,2013,PTEN,Patterson-UTI Energy Inc,287864.75,26.4508,Brown,East Texas based pressure pumping operations,Neutral,,,23-05-2014,27.6,16-06-2014,28.54,10883.03,-0.88,Completed
05-06-2014,2013,PSX,Phillips 66,21720462.31,940.0836,Brown,EPCO Inc Beaumont Storage Facility/Terminal,Neutral,Chevron Corp,,23-05-2014,55.66,16-06-2014,56.62,23104.82,0.01,Completed
02-06-2014,2013,OII,Oceaneering International Inc,58631.12,8.8099,Green,Airsis Inc,Neutral,,,22-05-2014,65.47,12-06-2014,69.24,6655.17,2.4,Completed
22-05-2014,2013,MPC,Marathon Petroleum Corp,17199953.46,1764.172,Brown,Hess Retail Holdings LLC,Neutral,Hess Corp,2644,09-05-2014,32.61,02-06-2014,32.2,9749.59,0.47,Completed
08-05-2014,2013,FCX,Freeport-McMoRan Inc,5859809.54,137.8213,Brown,Deepwater Gulf of Mexico Interests,Neutral,Apache Corp,1400,25-04-2014,29.73,19-05-2014,30.64,42517.43,0.5,Completed
07-05-2014,2013,OVV,Ovintiv Inc,4788382.21,196.2687,Brown,Freeport-McMoRan Eagle Ford-Shale assets,Neutral,Freeport-McMoRan Inc,3100,25-04-2014,89.98,19-05-2014,91.21,24397.08,-0.31,Completed
06-05-2014,2013,DVN,Devon Energy Corp,7644606.06,242.5472,Brown,Cana-Woodford assets,Neutral,Cimarex Energy Co,248.7,25-04-2014,48.74,16-05-2014,48.93,31518.02,2.1,Completed
30-04-2014,2013,EXC,Exelon Corp,18696674.91,1101.1018,Brown,Pepco Holdings LLC,Neutral,,12184.67,17-04-2014,17.39,12-05-2014,17.07,16979.97,0.6,Completed
24-04-2014,2013,BLDP,Ballard Power Systems Inc,2050.1,1.7247,Green,Intellectual Ppty & Assets,Neutral,RTX Corp,23.04,11-04-2014,3.93,05-05-2014,3.34,1188.7,-24.69,Completed
23-04-2014,2013,VRN,Veren Inc,1402277.44,83.2856,Brown,CanEra Energy Corp,Neutral,,976.74,11-04-2014,26.15,05-05-2014,28.11,16836.97,1.25,Completed
16-04-2014,2013,JCI,Johnson Controls International plc,862618.14,43.5057,Brown,Air distribution technologies/Canada Pension Plan Investment Board,Neutral,Canada Pension Plan Investment Board,1600,04-04-2014,30.56,28-04-2014,29.64,19827.7,1,Completed
27-03-2014,2013,NRG,NRG Energy Inc,76720999.06,15860.1298,Brown,Roof Diagnostics Solar,Green,,,14-03-2014,23.34,07-04-2014,25,4837.35,2.68,Completed
21-03-2014,2013,VLO,Valero Energy Corp,25523118.19,2292.8547,Brown,Corn ethanol plant,Neutral,Pacific Ethanol Central LLC,,10-03-2014,35.13,31-03-2014,34.89,11131.59,0.47,Completed
20-03-2014,2013,EQNR,Equinor ASA,16045279.12,404.1512,Brown,Kai Kos Dehseh Assets,Neutral,PTT Exploration & Production PCL,461.72,07-03-2014,14.48,31-03-2014,15.21,39701.18,1.69,Completed
19-03-2014,2013,EXC,Exelon Corp,18696674.91,1241.8411,Brown,Constellation Proliance LLC,Neutral,,,07-03-2014,14.38,31-03-2014,16.18,15055.61,0.6,Completed
11-03-2014,2013,NRG,NRG Energy Inc,76720999.06,16914.5836,Brown,retail electric business,Neutral,Dominion Energy Inc,,28-02-2014,22.64,21-03-2014,23.66,4535.79,2.68,Completed
